"","IZ","Year","employment","crime","housing","access","House_Price","Respiratory.Prim","Expected"
"483","S02001910",2017,28.6,830.9290669,0.24153708,3.188619358,69000,114,82.4611002923446
"484","S02001911",2011,23.8,580.348971,0.278732804,2.487900835,60000,80,57.0557768358037
"485","S02001911",2012,23.8,580.348971,0.278732804,2.487900835,51000,82,57.4320447247284
"486","S02001911",2013,23.8,580.348971,0.278732804,2.487900835,63000,88,58.9370233993739
"487","S02001911",2014,23.8,580.348971,0.278732804,2.487900835,62250,100,59.6454745088003
"488","S02001911",2015,23.8,580.348971,0.278732804,2.487900835,64000,89,60.7582550758233
"489","S02001911",2016,23.8,580.348971,0.278732804,2.487900835,60000,138,62.6054027353783
"490","S02001911",2017,23.8,580.348971,0.278732804,2.487900835,68262,118,63.9705536882991
"491","S02001912",2011,29,614.6138252,0.254203764,6.438775592,108995,97,66.7473969751662
"492","S02001912",2012,29,614.6138252,0.254203764,6.438775592,134995,126,66.8553977627433
"493","S02001912",2013,29,614.6138252,0.254203764,6.438775592,97495,145,68.2706215191325
"494","S02001912",2014,29,614.6138252,0.254203764,6.438775592,138995,135,68.0046252715161
"495","S02001912",2015,29,614.6138252,0.254203764,6.438775592,171995,158,70.0932812331767
"496","S02001912",2016,29,614.6138252,0.254203764,6.438775592,159000,100,72.6101565173338
"497","S02001912",2017,29,614.6138252,0.254203764,6.438775592,149998,137,76.6615168331299
"498","S02001913",2011,23,404.8360824,0.211170444,3.911898468,88000,111,79.9228149999696
"499","S02001913",2012,23,404.8360824,0.211170444,3.911898468,71000,126,79.4216982038084
"500","S02001913",2013,23,404.8360824,0.211170444,3.911898468,71000,128,78.3740949914743
"501","S02001913",2014,23,404.8360824,0.211170444,3.911898468,70000,118,77.0559008606182
"502","S02001913",2015,23,404.8360824,0.211170444,3.911898468,78500,129,75.0789544168207
"503","S02001913",2016,23,404.8360824,0.211170444,3.911898468,81000,177,73.3557790674464
"504","S02001913",2017,23,404.8360824,0.211170444,3.911898468,77500,153,71.6311797628454
"505","S02001914",2011,26.11111111,640.379566,0.248005648,13.16247854,72750,172,114.841270383723
"506","S02001914",2012,26.11111111,640.379566,0.248005648,13.16247854,67750,195,115.907147408315
"507","S02001914",2013,26.11111111,640.379566,0.248005648,13.16247854,69998,183,116.710710894662
"508","S02001914",2014,26.11111111,640.379566,0.248005648,13.16247854,75000,210,118.981475481344
"509","S02001914",2015,26.11111111,640.379566,0.248005648,13.16247854,78000,225,119.663653117095
"510","S02001914",2016,26.11111111,640.379566,0.248005648,13.16247854,77889,229,123.167581569285
"511","S02001914",2017,26.11111111,640.379566,0.248005648,13.16247854,90000,191,123.312069158803
"512","S02001915",2011,25.85714286,481.0115535,0.292258753,15.99633394,55000,140,89.7746393436982
"513","S02001915",2012,25.85714286,481.0115535,0.292258753,15.99633394,69950,126,90.1693586159378
"514","S02001915",2013,25.85714286,481.0115535,0.292258753,15.99633394,60000,158,90.918583435265
"515","S02001915",2014,25.85714286,481.0115535,0.292258753,15.99633394,62500,185,94.0068391947642
"516","S02001915",2015,25.85714286,481.0115535,0.292258753,15.99633394,65250,186,96.1588995319555
"517","S02001915",2016,25.85714286,481.0115535,0.292258753,15.99633394,72500,175,96.973469467676
"518","S02001915",2017,25.85714286,481.0115535,0.292258753,15.99633394,141000,168,98.9006548235813
"519","S02001916",2011,21.42857143,401.8526735,0.208854116,7.454386393,74000,187,99.9641717547159
"520","S02001916",2012,21.42857143,401.8526735,0.208854116,7.454386393,76000,129,98.2298996356898
"521","S02001916",2013,21.42857143,401.8526735,0.208854116,7.454386393,80000,167,97.8293769019303
"522","S02001916",2014,21.42857143,401.8526735,0.208854116,7.454386393,76750,151,98.7041576920252
"523","S02001916",2015,21.42857143,401.8526735,0.208854116,7.454386393,85000,134,99.0106722783716
"524","S02001916",2016,21.42857143,401.8526735,0.208854116,7.454386393,85000,179,97.8200266321893
"525","S02001916",2017,21.42857143,401.8526735,0.208854116,7.454386393,90000,149,97.2785230098287
"526","S02001917",2011,22.42857143,319.4718034,0.224420617,11.83770035,88250,97,75.2031847193692
"527","S02001917",2012,22.42857143,319.4718034,0.224420617,11.83770035,97500,99,76.2991828594445
"528","S02001917",2013,22.42857143,319.4718034,0.224420617,11.83770035,74250,108,77.4996381967455
"529","S02001917",2014,22.42857143,319.4718034,0.224420617,11.83770035,74050,148,78.1005946370404
"530","S02001917",2015,22.42857143,319.4718034,0.224420617,11.83770035,69000,138,79.2418204621956
"531","S02001917",2016,22.42857143,319.4718034,0.224420617,11.83770035,85000,154,80.2416746021921
"532","S02001917",2017,22.42857143,319.4718034,0.224420617,11.83770035,98000,129,80.0433340459919
"533","S02001918",2011,6.5,156.4426152,0.122677385,27.83698269,160000,49,88.5905979408899
"534","S02001918",2012,6.5,156.4426152,0.122677385,27.83698269,130000,62,89.268465709128
"535","S02001918",2013,6.5,156.4426152,0.122677385,27.83698269,130000,74,91.0951457746555
"536","S02001918",2014,6.5,156.4426152,0.122677385,27.83698269,133067,90,91.0641656423083
"537","S02001918",2015,6.5,156.4426152,0.122677385,27.83698269,138875,116,90.7754106139344
"538","S02001918",2016,6.5,156.4426152,0.122677385,27.83698269,155000,74,91.0520915773777
"539","S02001918",2017,6.5,156.4426152,0.122677385,27.83698269,183246,67,90.7312473943442
"540","S02001919",2011,23.8,561.6910329,0.21219529,9.404257138,71000,92,63.1980633486472
"541","S02001919",2012,23.8,561.6910329,0.21219529,9.404257138,71500,114,62.2754588483783
"542","S02001919",2013,23.8,561.6910329,0.21219529,9.404257138,75000,105,61.6743921632734
"543","S02001919",2014,23.8,561.6910329,0.21219529,9.404257138,72000,134,61.1098013846717
"544","S02001919",2015,23.8,561.6910329,0.21219529,9.404257138,82875,129,62.3250204136111
"545","S02001919",2016,23.8,561.6910329,0.21219529,9.404257138,80600,140,61.6013902239032
"546","S02001919",2017,23.8,561.6910329,0.21219529,9.404257138,89250,130,62.0941378920043
"547","S02001920",2011,21.25,497.0852042,0.224079769,6.439218105,70500,59,47.0347389967084
"548","S02001920",2012,21.25,497.0852042,0.224079769,6.439218105,76500,60,46.593200824838
"549","S02001920",2013,21.25,497.0852042,0.224079769,6.439218105,68250,77,46.7708351848743
"550","S02001920",2014,21.25,497.0852042,0.224079769,6.439218105,85000,68,47.2967774737849
"551","S02001920",2015,21.25,497.0852042,0.224079769,6.439218105,83500,61,49.2720888407286
"552","S02001920",2016,21.25,497.0852042,0.224079769,6.439218105,82750,64,52.2115594163267
"553","S02001920",2017,21.25,497.0852042,0.224079769,6.439218105,97000,83,49.9230219651503
"554","S02001921",2011,18.8,521.2508113,0.357510684,10.126476,61000,74,63.9026400644241
"555","S02001921",2012,18.8,521.2508113,0.357510684,10.126476,64500,75,64.890598234145
"556","S02001921",2013,18.8,521.2508113,0.357510684,10.126476,65000,99,60.0211280345807
"557","S02001921",2014,18.8,521.2508113,0.357510684,10.126476,76500,106,59.7303021964509
"558","S02001921",2015,18.8,521.2508113,0.357510684,10.126476,69000,92,54.1279606336061
"559","S02001921",2016,18.8,521.2508113,0.357510684,10.126476,70000,89,55.5504584608158
"560","S02001921",2017,18.8,521.2508113,0.357510684,10.126476,68000,87,54.4239419402206
"561","S02001922",2011,25.4,909.8223747,0.232155805,7.769254326,71000,163,91.7005692749477
"562","S02001922",2012,25.4,909.8223747,0.232155805,7.769254326,69998,150,90.4107410750261
"563","S02001922",2013,25.4,909.8223747,0.232155805,7.769254326,71300,186,91.1500038850798
"564","S02001922",2014,25.4,909.8223747,0.232155805,7.769254326,73150,185,88.8101196265371
"565","S02001922",2015,25.4,909.8223747,0.232155805,7.769254326,75500,194,87.8065785661353
"566","S02001922",2016,25.4,909.8223747,0.232155805,7.769254326,77175,193,86.6078416004481
"567","S02001922",2017,25.4,909.8223747,0.232155805,7.769254326,75000,157,84.5990266446684
"568","S02001923",2011,24.2,588.5197247,0.25945025,7.753551774,62000,103,72.3002221937385
"569","S02001923",2012,24.2,588.5197247,0.25945025,7.753551774,53000,108,74.4530982357048
"570","S02001923",2013,24.2,588.5197247,0.25945025,7.753551774,42525,101,74.5776224706049
"571","S02001923",2014,24.2,588.5197247,0.25945025,7.753551774,75795,95,74.7933085140568
"572","S02001923",2015,24.2,588.5197247,0.25945025,7.753551774,55000,95,75.4608172369227
"573","S02001923",2016,24.2,588.5197247,0.25945025,7.753551774,61000,99,75.642820336794
"574","S02001923",2017,24.2,588.5197247,0.25945025,7.753551774,60000,88,76.3892737727174
"575","S02001924",2011,22.83333333,484.9353493,0.281416573,6.860519939,91250,90,57.1268386889662
"576","S02001924",2012,22.83333333,484.9353493,0.281416573,6.860519939,97250,89,58.7751531493854
"577","S02001924",2013,22.83333333,484.9353493,0.281416573,6.860519939,94500,130,56.1353470960985
"578","S02001924",2014,22.83333333,484.9353493,0.281416573,6.860519939,116500,112,56.3679846478553
"579","S02001924",2015,22.83333333,484.9353493,0.281416573,6.860519939,95000,121,60.3040312254619
"580","S02001924",2016,22.83333333,484.9353493,0.281416573,6.860519939,100000,130,62.0545605552176
"581","S02001924",2017,22.83333333,484.9353493,0.281416573,6.860519939,101500,86,61.5885472076842
"582","S02001925",2011,20,714.3702126,0.433972951,7.138450865,105000,38,32.5596049794924
"583","S02001925",2012,20,714.3702126,0.433972951,7.138450865,63000,32,28.1294381533465
"584","S02001925",2013,20,714.3702126,0.433972951,7.138450865,65000,44,23.7186005999166
"585","S02001925",2014,20,714.3702126,0.433972951,7.138450865,66500,41,20.5746650290232
"586","S02001925",2015,20,714.3702126,0.433972951,7.138450865,68000,27,16.2881287081289
"587","S02001925",2016,20,714.3702126,0.433972951,7.138450865,69500,21,15.7938688046969
"588","S02001925",2017,20,714.3702126,0.433972951,7.138450865,65750,15,12.6110688881816
"589","S02001926",2011,27.16666667,635.0696115,0.335439802,13.86609466,89750,150,95.6295357418472
"590","S02001926",2012,27.16666667,635.0696115,0.335439802,13.86609466,63000,149,96.4470719479541
"591","S02001926",2013,27.16666667,635.0696115,0.335439802,13.86609466,45000,163,97.5526421235941
"592","S02001926",2014,27.16666667,635.0696115,0.335439802,13.86609466,59498,183,97.3531711181525
"593","S02001926",2015,27.16666667,635.0696115,0.335439802,13.86609466,71500,184,94.8242368622049
"594","S02001926",2016,27.16666667,635.0696115,0.335439802,13.86609466,70000,222,91.7433765554289
"595","S02001926",2017,27.16666667,635.0696115,0.335439802,13.86609466,95000,170,91.3780194156078
"596","S02001927",2011,9.2,324.5710168,0.27563974,1.554022266,99973,62,59.0421472342277
"597","S02001927",2012,9.2,324.5710168,0.27563974,1.554022266,88500,89,60.1886463216968
"598","S02001927",2013,9.2,324.5710168,0.27563974,1.554022266,87000,66,62.227706704924
"599","S02001927",2014,9.2,324.5710168,0.27563974,1.554022266,103500,79,62.3630600274405
"600","S02001927",2015,9.2,324.5710168,0.27563974,1.554022266,110000,100,61.0668502973659
"601","S02001927",2016,9.2,324.5710168,0.27563974,1.554022266,120281,72,61.1800937618815
"602","S02001927",2017,9.2,324.5710168,0.27563974,1.554022266,128000,92,61.0014156206988
"603","S02001928",2011,15.33333333,264.7253121,0.297969814,1.876880484,99000,57,41.8033323243529
"604","S02001928",2012,15.33333333,264.7253121,0.297969814,1.876880484,88000,92,42.1071251967828
"605","S02001928",2013,15.33333333,264.7253121,0.297969814,1.876880484,87000,76,42.1254827392296
"606","S02001928",2014,15.33333333,264.7253121,0.297969814,1.876880484,75998,57,42.6464555291767
"607","S02001928",2015,15.33333333,264.7253121,0.297969814,1.876880484,81500,64,42.3267503258368
"608","S02001928",2016,15.33333333,264.7253121,0.297969814,1.876880484,91150,89,43.5313157275256
"609","S02001928",2017,15.33333333,264.7253121,0.297969814,1.876880484,97000,65,41.6971080138917
"610","S02001929",2011,24.5,785.5666745,0.354315467,6.876317547,52750,121,71.2397606355431
"611","S02001929",2012,24.5,785.5666745,0.354315467,6.876317547,52000,128,70.185957504306
"612","S02001929",2013,24.5,785.5666745,0.354315467,6.876317547,53000,107,69.6031045512395
"613","S02001929",2014,24.5,785.5666745,0.354315467,6.876317547,60000,125,71.0222444666313
"614","S02001929",2015,24.5,785.5666745,0.354315467,6.876317547,55000,107,71.6433982360659
"615","S02001929",2016,24.5,785.5666745,0.354315467,6.876317547,68000,125,71.4962904223855
"616","S02001929",2017,24.5,785.5666745,0.354315467,6.876317547,85000,127,71.3513334076677
"617","S02001930",2011,11.16666667,369.4822825,0.260931966,2.438585843,99973,54,52.7805656360839
"618","S02001930",2012,11.16666667,369.4822825,0.260931966,2.438585843,88500,47,54.1079035087339
"619","S02001930",2013,11.16666667,369.4822825,0.260931966,2.438585843,87000,42,55.4987322081901
"620","S02001930",2014,11.16666667,369.4822825,0.260931966,2.438585843,94500,56,55.8745905215736
"621","S02001930",2015,11.16666667,369.4822825,0.260931966,2.438585843,105500,85,54.3849427194661
"622","S02001930",2016,11.16666667,369.4822825,0.260931966,2.438585843,110362,64,52.0939858278137
"623","S02001930",2017,11.16666667,369.4822825,0.260931966,2.438585843,120000,48,53.1466012369252
"624","S02001931",2011,15.2,545.2936959,0.420246624,9.399715841,120000,76,61.0864678896646
"625","S02001931",2012,15.2,545.2936959,0.420246624,9.399715841,112500,71,61.2904919328887
"626","S02001931",2013,15.2,545.2936959,0.420246624,9.399715841,98250,114,62.4019780502676
"627","S02001931",2014,15.2,545.2936959,0.420246624,9.399715841,86000,100,63.9256952505626
"628","S02001931",2015,15.2,545.2936959,0.420246624,9.399715841,135000,118,68.1055872075027
"629","S02001931",2016,15.2,545.2936959,0.420246624,9.399715841,113775,91,70.8527839278585
"630","S02001931",2017,15.2,545.2936959,0.420246624,9.399715841,129500,103,71.1820875821016
"631","S02001932",2011,10.85714286,1293.042637,0.449081965,14.24088397,126500,92,104.364011756269
"632","S02001932",2012,10.85714286,1293.042637,0.449081965,14.24088397,118500,87,105.829452662345
"633","S02001932",2013,10.85714286,1293.042637,0.449081965,14.24088397,125000,83,105.687318665286
"634","S02001932",2014,10.85714286,1293.042637,0.449081965,14.24088397,129000,100,106.829775316163
"635","S02001932",2015,10.85714286,1293.042637,0.449081965,14.24088397,134000,113,110.2550068464
"636","S02001932",2016,10.85714286,1293.042637,0.449081965,14.24088397,142000,139,110.476057242553
"637","S02001932",2017,10.85714286,1293.042637,0.449081965,14.24088397,165834,102,110.060057265272
"638","S02001933",2011,10.83333333,1663.235813,0.416459683,5.025349349,132637,56,57.1446520169712
"639","S02001933",2012,10.83333333,1663.235813,0.416459683,5.025349349,130000,66,57.9566411055876
"640","S02001933",2013,10.83333333,1663.235813,0.416459683,5.025349349,138000,62,56.9459764584211
"641","S02001933",2014,10.83333333,1663.235813,0.416459683,5.025349349,140701,73,58.1722348692666
"642","S02001933",2015,10.83333333,1663.235813,0.416459683,5.025349349,135000,72,60.2705781047345
"643","S02001933",2016,10.83333333,1663.235813,0.416459683,5.025349349,135851,95,63.7696325050549
"644","S02001933",2017,10.83333333,1663.235813,0.416459683,5.025349349,154000,84,64.9939996856091
"645","S02001934",2011,6.5,8028.123432,0.456148338,13.42025722,132637,23,28.307774089973
"646","S02001934",2012,6.5,8028.123432,0.456148338,13.42025722,130000,47,30.1858984634739
"647","S02001934",2013,6.5,8028.123432,0.456148338,13.42025722,138000,26,31.1623168961171
"648","S02001934",2014,6.5,8028.123432,0.456148338,13.42025722,146000,33,32.7075048974123
"649","S02001934",2015,6.5,8028.123432,0.456148338,13.42025722,148000,27,36.037387195651
"650","S02001934",2016,6.5,8028.123432,0.456148338,13.42025722,147900,32,38.7414952401997
"651","S02001934",2017,6.5,8028.123432,0.456148338,13.42025722,170000,35,40.1248525898893
"652","S02001935",2011,10,283.6307344,0.370068928,2.845652036,168000,57,53.4073322003518
"653","S02001935",2012,10,283.6307344,0.370068928,2.845652036,121656,44,54.6015436877928
"654","S02001935",2013,10,283.6307344,0.370068928,2.845652036,120274,70,56.7268686098303
"655","S02001935",2014,10,283.6307344,0.370068928,2.845652036,170000,72,58.9062271265231
"656","S02001935",2015,10,283.6307344,0.370068928,2.845652036,165250,80,59.4371147936396
"657","S02001935",2016,10,283.6307344,0.370068928,2.845652036,161500,85,61.4026575026728
"658","S02001935",2017,10,283.6307344,0.370068928,2.845652036,182500,56,61.84680672381
"659","S02001936",2011,7.142857143,539.0967868,0.31911814,4.06883621,149012,55,70.1652741184212
"660","S02001936",2012,7.142857143,539.0967868,0.31911814,4.06883621,138500,50,72.6133373013652
"661","S02001936",2013,7.142857143,539.0967868,0.31911814,4.06883621,124900,63,73.1821734855682
"662","S02001936",2014,7.142857143,539.0967868,0.31911814,4.06883621,147750,62,75.5998078241828
"663","S02001936",2015,7.142857143,539.0967868,0.31911814,4.06883621,160128,61,80.4084367903289
"664","S02001936",2016,7.142857143,539.0967868,0.31911814,4.06883621,166600,51,85.1628987988973
"665","S02001936",2017,7.142857143,539.0967868,0.31911814,4.06883621,180374,50,88.7781012374718
"666","S02001937",2011,6.375,436.5163093,0.360057625,4.011530724,185000,83,67.648182600172
"667","S02001937",2012,6.375,436.5163093,0.360057625,4.011530724,172560,58,68.9995034856941
"668","S02001937",2013,6.375,436.5163093,0.360057625,4.011530724,188750,67,72.0491803204678
"669","S02001937",2014,6.375,436.5163093,0.360057625,4.011530724,183900,87,72.4776411080884
"670","S02001937",2015,6.375,436.5163093,0.360057625,4.011530724,210000,54,75.181092028277
"671","S02001937",2016,6.375,436.5163093,0.360057625,4.011530724,227500,73,77.8949894948244
"672","S02001937",2017,6.375,436.5163093,0.360057625,4.011530724,235750,57,80.4879495864119
"673","S02001938",2011,19.75,469.9594198,0.335437471,1.905973806,112500,69,61.304617636741
"674","S02001938",2012,19.75,469.9594198,0.335437471,1.905973806,105500,97,62.228057575947
"675","S02001938",2013,19.75,469.9594198,0.335437471,1.905973806,116000,105,63.3709967695881
"676","S02001938",2014,19.75,469.9594198,0.335437471,1.905973806,130117,102,62.0121623124737
"677","S02001938",2015,19.75,469.9594198,0.335437471,1.905973806,123250,98,61.7910248191704
"678","S02001938",2016,19.75,469.9594198,0.335437471,1.905973806,129043,99,62.4625419638636
"679","S02001938",2017,19.75,469.9594198,0.335437471,1.905973806,125114,134,60.9187180860648
"680","S02001939",2011,15,392.7670092,0.317619744,4.147507139,124875,69,74.053897294286
"681","S02001939",2012,15,392.7670092,0.317619744,4.147507139,130000,92,79.3477658990906
"682","S02001939",2013,15,392.7670092,0.317619744,4.147507139,134325,90,81.6242813508182
"683","S02001939",2014,15,392.7670092,0.317619744,4.147507139,135500,112,83.95910065017
"684","S02001939",2015,15,392.7670092,0.317619744,4.147507139,132000,103,84.3807955082837
"685","S02001939",2016,15,392.7670092,0.317619744,4.147507139,130021,114,85.9112169378998
"686","S02001939",2017,15,392.7670092,0.317619744,4.147507139,146000,94,84.8793861544711
"687","S02001940",2011,28.5,799.4772586,0.327037678,7.122187401,67500,125,67.6630208200062
"688","S02001940",2012,28.5,799.4772586,0.327037678,7.122187401,79250,118,67.3285884352814
"689","S02001940",2013,28.5,799.4772586,0.327037678,7.122187401,66500,149,67.5376500552776
"690","S02001940",2014,28.5,799.4772586,0.327037678,7.122187401,75000,119,68.5955451587761
"691","S02001940",2015,28.5,799.4772586,0.327037678,7.122187401,88150,108,69.1270383868741
"692","S02001940",2016,28.5,799.4772586,0.327037678,7.122187401,95000,127,71.5218339177196
"693","S02001940",2017,28.5,799.4772586,0.327037678,7.122187401,100750,119,73.3963421534476
"694","S02001941",2011,13.625,499.9631053,0.285624671,8.920633386,134500,108,90.0927709933584
"695","S02001941",2012,13.625,499.9631053,0.285624671,8.920633386,115000,93,94.4080316691514
"696","S02001941",2013,13.625,499.9631053,0.285624671,8.920633386,123025,133,96.9877044064263
"697","S02001941",2014,13.625,499.9631053,0.285624671,8.920633386,125000,130,97.8532043811072
"698","S02001941",2015,13.625,499.9631053,0.285624671,8.920633386,140000,118,96.5348562630228
"699","S02001941",2016,13.625,499.9631053,0.285624671,8.920633386,142500,130,102.252471717939
"700","S02001941",2017,13.625,499.9631053,0.285624671,8.920633386,148014,135,102.477806037549
"701","S02001942",2011,27.71428571,575.2920489,0.240398603,11.51299298,87365,183,114.391778170861
"702","S02001942",2012,27.71428571,575.2920489,0.240398603,11.51299298,87500,199,111.917310936105
"703","S02001942",2013,27.71428571,575.2920489,0.240398603,11.51299298,72500,210,111.840886537748
"704","S02001942",2014,27.71428571,575.2920489,0.240398603,11.51299298,79000,231,111.250766416869
"705","S02001942",2015,27.71428571,575.2920489,0.240398603,11.51299298,88000,278,110.924399103652
"706","S02001942",2016,27.71428571,575.2920489,0.240398603,11.51299298,96100,243,109.240010775126
"707","S02001942",2017,27.71428571,575.2920489,0.240398603,11.51299298,84250,251,108.827365100651
"708","S02001943",2011,28.4,534.2018709,0.212317629,16.57234949,69500,112,73.0378392103386
"709","S02001943",2012,28.4,534.2018709,0.212317629,16.57234949,68000,89,72.6104360401468
"710","S02001943",2013,28.4,534.2018709,0.212317629,16.57234949,59000,117,74.0276726401763
"711","S02001943",2014,28.4,534.2018709,0.212317629,16.57234949,70000,134,74.388468924839
"712","S02001943",2015,28.4,534.2018709,0.212317629,16.57234949,70000,147,74.1608516777437
"713","S02001943",2016,28.4,534.2018709,0.212317629,16.57234949,70000,163,74.0935652977357
"714","S02001943",2017,28.4,534.2018709,0.212317629,16.57234949,76000,145,75.7924444111895
"715","S02001944",2011,28.4,483.5924785,0.229857211,11.75117888,80000,83,64.3312329802971
"716","S02001944",2012,28.4,483.5924785,0.229857211,11.75117888,63500,88,62.0296685564156
"717","S02001944",2013,28.4,483.5924785,0.229857211,11.75117888,55000,89,62.0049619831738
"718","S02001944",2014,28.4,483.5924785,0.229857211,11.75117888,81000,95,63.8069874630118
"719","S02001944",2015,28.4,483.5924785,0.229857211,11.75117888,78500,91,61.3582236396814
"720","S02001944",2016,28.4,483.5924785,0.229857211,11.75117888,69000,99,58.2172708103067
"721","S02001944",2017,28.4,483.5924785,0.229857211,11.75117888,80750,102,56.7737277865837
"722","S02001945",2011,15.16666667,298.1507375,0.215042349,28.98401737,190000,73,60.3728852863857
"723","S02001945",2012,15.16666667,298.1507375,0.215042349,28.98401737,160000,89,61.595359429716
"724","S02001945",2013,15.16666667,298.1507375,0.215042349,28.98401737,180000,90,63.3326715586402
"725","S02001945",2014,15.16666667,298.1507375,0.215042349,28.98401737,103528,75,65.3067122977354
"726","S02001945",2015,15.16666667,298.1507375,0.215042349,28.98401737,106375,68,66.2952512009247
"727","S02001945",2016,15.16666667,298.1507375,0.215042349,28.98401737,106250,91,66.9584708779488
"728","S02001945",2017,15.16666667,298.1507375,0.215042349,28.98401737,172500,93,67.662598333011
"729","S02001946",2011,15.25,296.638145,0.200813406,17.90839449,95000,73,71.0849674442374
"730","S02001946",2012,15.25,296.638145,0.200813406,17.90839449,74000,98,71.3275894085778
"731","S02001946",2013,15.25,296.638145,0.200813406,17.90839449,83625,121,70.2072724467012
"732","S02001946",2014,15.25,296.638145,0.200813406,17.90839449,100000,102,70.540303973797
"733","S02001946",2015,15.25,296.638145,0.200813406,17.90839449,100000,130,70.8875885295976
"734","S02001946",2016,15.25,296.638145,0.200813406,17.90839449,87000,116,67.7374994460548
"735","S02001946",2017,15.25,296.638145,0.200813406,17.90839449,112500,142,67.2463280152677
"736","S02001947",2011,24.75,387.3590059,0.260941365,21.45542075,76225,79,57.2457138210901
"737","S02001947",2012,24.75,387.3590059,0.260941365,21.45542075,76000,99,57.4679410231652
"738","S02001947",2013,24.75,387.3590059,0.260941365,21.45542075,85022,87,56.901577890238
"739","S02001947",2014,24.75,387.3590059,0.260941365,21.45542075,87000,103,58.5095000661805
"740","S02001947",2015,24.75,387.3590059,0.260941365,21.45542075,89000,80,57.8169486393566
"741","S02001947",2016,24.75,387.3590059,0.260941365,21.45542075,100000,97,56.7040956671699
"742","S02001947",2017,24.75,387.3590059,0.260941365,21.45542075,137000,93,55.9099254222222
"743","S02001948",2011,23.75,589.0760904,0.265640871,15.65492763,88945,58,42.1914852649128
"744","S02001948",2012,23.75,589.0760904,0.265640871,15.65492763,82500,58,42.8146429573747
"745","S02001948",2013,23.75,589.0760904,0.265640871,15.65492763,88000,64,42.8789444749093
"746","S02001948",2014,23.75,589.0760904,0.265640871,15.65492763,79500,70,44.2618550322378
"747","S02001948",2015,23.75,589.0760904,0.265640871,15.65492763,79000,99,45.813762628231
"748","S02001948",2016,23.75,589.0760904,0.265640871,15.65492763,144750,77,45.4906999945956
"749","S02001948",2017,23.75,589.0760904,0.265640871,15.65492763,145000,88,46.2500130287647
"750","S02001949",2011,35.2,935.0393643,0.409938099,9.310966884,68000,105,62.3553857929202
"751","S02001949",2012,35.2,935.0393643,0.409938099,9.310966884,50000,115,61.5179564842914
"752","S02001949",2013,35.2,935.0393643,0.409938099,9.310966884,53000,97,61.3828679429715
"753","S02001949",2014,35.2,935.0393643,0.409938099,9.310966884,67500,127,63.2642939005628
"754","S02001949",2015,35.2,935.0393643,0.409938099,9.310966884,57000,112,66.1690743085017
"755","S02001949",2016,35.2,935.0393643,0.409938099,9.310966884,65000,117,65.8940823487787
"756","S02001949",2017,35.2,935.0393643,0.409938099,9.310966884,71625,109,66.6921083098524
"757","S02001950",2011,3.833333333,135.3417563,0.104505957,12.20349472,175000,62,99.046733693911
"758","S02001950",2012,3.833333333,135.3417563,0.104505957,12.20349472,205000,57,99.6891454655209
"759","S02001950",2013,3.833333333,135.3417563,0.104505957,12.20349472,186000,58,99.5156340074416
"760","S02001950",2014,3.833333333,135.3417563,0.104505957,12.20349472,205000,86,100.612775924403
"761","S02001950",2015,3.833333333,135.3417563,0.104505957,12.20349472,220000,101,102.800603739765
"762","S02001950",2016,3.833333333,135.3417563,0.104505957,12.20349472,240892,68,102.434425170557
"763","S02001950",2017,3.833333333,135.3417563,0.104505957,12.20349472,252500,86,103.854201804011
"764","S02001951",2011,5,189.205905,0.180540897,8.774174348,220000,40,49.4353425245036
"765","S02001951",2012,5,189.205905,0.180540897,8.774174348,200000,24,49.8175187190101
"766","S02001951",2013,5,189.205905,0.180540897,8.774174348,200000,23,51.1663820630038
"767","S02001951",2014,5,189.205905,0.180540897,8.774174348,233000,26,52.7394151752059
"768","S02001951",2015,5,189.205905,0.180540897,8.774174348,215000,31,52.5158624741281
"769","S02001951",2016,5,189.205905,0.180540897,8.774174348,260000,43,52.5851567183962
"770","S02001951",2017,5,189.205905,0.180540897,8.774174348,288825,40,54.4350976633822
"771","S02001952",2011,4.857142857,406.1195954,0.322938878,2.679058162,230000,33,65.9802597320998
"772","S02001952",2012,4.857142857,406.1195954,0.322938878,2.679058162,215000,46,68.1384918529152
"773","S02001952",2013,4.857142857,406.1195954,0.322938878,2.679058162,205000,35,68.5616042600026
"774","S02001952",2014,4.857142857,406.1195954,0.322938878,2.679058162,240000,63,67.0747360079919
"775","S02001952",2015,4.857142857,406.1195954,0.322938878,2.679058162,221000,51,68.4002023591447
"776","S02001952",2016,4.857142857,406.1195954,0.322938878,2.679058162,255000,52,70.7764858646139
"777","S02001952",2017,4.857142857,406.1195954,0.322938878,2.679058162,275000,44,71.8025042850675
"778","S02001953",2011,10.42857143,510.4985788,0.351271854,2.781473309,161000,94,67.3245291219388
"779","S02001953",2012,10.42857143,510.4985788,0.351271854,2.781473309,150000,61,70.0309891757509
"780","S02001953",2013,10.42857143,510.4985788,0.351271854,2.781473309,151056,88,70.438290371375
"781","S02001953",2014,10.42857143,510.4985788,0.351271854,2.781473309,155550,86,70.1204883753702
"782","S02001953",2015,10.42857143,510.4985788,0.351271854,2.781473309,157000,86,72.661212607492
"783","S02001953",2016,10.42857143,510.4985788,0.351271854,2.781473309,166170,94,75.6392834999542
"784","S02001953",2017,10.42857143,510.4985788,0.351271854,2.781473309,176000,117,79.4207749446509
