"x","y","year","PM10","NO2"
252500,666500,2012,13.31562,22.98855
252500,666500,2013,13.97514,20.66261
252500,666500,2014,13.57734,20.36194
252500,666500,2015,11.62319,18.71327
252500,666500,2016,11.26243,19.77618
252500,666500,2017,10.87294,17.73492
253500,666500,2012,12.3773,21.52406
253500,666500,2013,12.87534,18.83591
253500,666500,2014,12.34366,18.41932
253500,666500,2015,10.68852,17.4122
253500,666500,2016,10.49844,18.21095
253500,666500,2017,10.17708,15.79735
254500,666500,2012,12.83317,23.29803
254500,666500,2013,13.17379,20.44739
254500,666500,2014,12.78574,21.26065
254500,666500,2015,11.19777,19.57255
254500,666500,2016,10.73503,20.70781
254500,666500,2017,10.42067,18.30643
255500,666500,2012,12.66577,24.79421
255500,666500,2013,13.17008,22.09536
255500,666500,2014,12.78457,23.02689
255500,666500,2015,11.32399,20.89556
255500,666500,2016,10.69954,22.02779
255500,666500,2017,10.45221,17.87387
256500,666500,2012,12.10676,23.85368
256500,666500,2013,12.75032,22.48673
256500,666500,2014,12.1775,21.96107
256500,666500,2015,10.74427,20.63977
256500,666500,2016,10.25663,21.67176
256500,666500,2017,10.03584,19.61757
257500,666500,2012,12.86683,25.33948
257500,666500,2013,13.44192,23.47971
257500,666500,2014,12.95585,23.13871
257500,666500,2015,11.33049,21.14938
257500,666500,2016,10.68375,22.18528
257500,666500,2017,10.50327,19.86094
258500,666500,2012,15.10709,30.5116
258500,666500,2013,16.00529,31.66444
258500,666500,2014,15.40964,29.76651
258500,666500,2015,13.28823,26.71203
258500,666500,2016,12.29878,27.48459
258500,666500,2017,12.13599,25.96276
259500,666500,2012,15.04745,30.34809
259500,666500,2013,16.02204,33.70955
259500,666500,2014,15.31083,29.99547
259500,666500,2015,13.104,27.88225
259500,666500,2016,12.37244,28.41724
259500,666500,2017,12.10569,26.89564
260500,666500,2012,13.85671,26.42778
260500,666500,2013,14.44005,25.75687
260500,666500,2014,13.93046,24.78096
260500,666500,2015,12.03452,23.03906
260500,666500,2016,11.55248,23.95869
260500,666500,2017,11.21303,22.37102
261500,666500,2012,13.1575,23.51785
261500,666500,2013,13.38263,21.48255
261500,666500,2014,12.84867,21.26693
261500,666500,2015,11.27497,19.61411
261500,666500,2016,11.11901,20.5533
261500,666500,2017,10.83668,18.88588
262500,666500,2012,14.47585,28.52749
262500,666500,2013,14.90832,25.26045
262500,666500,2014,14.36166,25.32886
262500,666500,2015,12.73245,22.85555
262500,666500,2016,12.56467,24.0498
262500,666500,2017,12.24025,22.12615
263500,666500,2012,14.49087,26.80322
263500,666500,2013,14.40937,23.60039
263500,666500,2014,13.83707,23.01227
263500,666500,2015,12.3301,21.93555
263500,666500,2016,12.34323,22.99711
263500,666500,2017,12.0018,20.75206
264500,666500,2012,12.83815,22.45908
264500,666500,2013,12.71037,19.13197
264500,666500,2014,12.19398,19.39874
264500,666500,2015,10.7966,17.69557
264500,666500,2016,10.97628,18.95725
264500,666500,2017,10.66378,17.09916
265500,666500,2012,13.46831,23.26484
265500,666500,2013,13.76024,20.74444
265500,666500,2014,13.35328,21.72061
265500,666500,2015,11.33213,18.29569
265500,666500,2016,11.69832,19.65302
265500,666500,2017,11.44828,17.87984
266500,666500,2012,12.26556,19.89417
266500,666500,2013,12.44427,17.81425
266500,666500,2014,11.97604,18.47779
266500,666500,2015,10.20638,15.87924
266500,666500,2016,10.58964,17.18577
266500,666500,2017,10.41796,15.66825
267500,666500,2012,10.88776,15.59611
267500,666500,2013,11.1307,13.93706
267500,666500,2014,10.61892,14.21933
267500,666500,2015,9.299682,12.8233
267500,666500,2016,9.802504,14.03277
267500,666500,2017,9.595811,12.43678
268500,666500,2012,10.89196,14.83876
268500,666500,2013,11.1199,13.2717
268500,666500,2014,10.62406,13.70161
268500,666500,2015,9.32355,12.33295
268500,666500,2016,9.858549,13.55983
268500,666500,2017,9.609433,11.68894
269500,666500,2012,11.66126,16.48802
269500,666500,2013,11.9489,14.62894
269500,666500,2014,11.51078,15.37458
269500,666500,2015,10.14815,13.92555
269500,666500,2016,10.69469,15.23832
269500,666500,2017,10.39786,12.94814
250500,665500,2012,12.29902,18.94711
250500,665500,2013,12.83036,17.25522
250500,665500,2014,12.57322,18.3217
250500,665500,2015,10.99983,16.97767
250500,665500,2016,11.0956,18.4888
250500,665500,2017,10.41017,14.61542
251500,665500,2012,13.1042,21.36923
251500,665500,2013,13.96702,19.36867
251500,665500,2014,14.06065,18.24112
251500,665500,2015,11.94293,17.09774
251500,665500,2016,11.31067,18.17127
251500,665500,2017,11.05537,15.36068
252500,665500,2012,13.37446,24.72462
252500,665500,2013,14.13149,22.55668
252500,665500,2014,13.98611,21.10225
252500,665500,2015,11.93029,19.674
252500,665500,2016,11.39336,20.81973
252500,665500,2017,11.2589,18.09358
253500,665500,2012,13.2792,24.27817
253500,665500,2013,13.89271,22.28144
253500,665500,2014,13.44538,22.16019
253500,665500,2015,11.67168,22.15386
253500,665500,2016,11.51937,23.41641
253500,665500,2017,11.19466,20.23244
254500,665500,2012,12.27226,21.37891
254500,665500,2013,12.74965,18.87894
254500,665500,2014,12.26925,19.2705
254500,665500,2015,10.78968,18.00803
254500,665500,2016,10.74011,19.28949
254500,665500,2017,10.87779,17.36571
255500,665500,2012,12.16386,22.92378
255500,665500,2013,12.8195,21.31279
255500,665500,2014,12.3081,21.54353
255500,665500,2015,10.74994,19.46653
255500,665500,2016,10.59472,20.78142
255500,665500,2017,10.38133,16.96516
256500,665500,2012,13.15983,28.0056
256500,665500,2013,13.72639,25.39985
256500,665500,2014,13.31215,26.77697
256500,665500,2015,11.54523,23.63852
256500,665500,2016,11.11018,24.83692
256500,665500,2017,10.72497,18.47098
257500,665500,2012,15.37431,30.74525
257500,665500,2013,15.98934,29.75223
257500,665500,2014,15.61478,30.5207
257500,665500,2015,13.4012,27.29735
257500,665500,2016,12.54195,28.29642
257500,665500,2017,12.45685,25.28351
258500,665500,2012,14.67247,32.87994
258500,665500,2013,15.93628,37.88243
258500,665500,2014,15.20384,32.1683
258500,665500,2015,12.70432,31.34301
258500,665500,2016,11.73638,31.71115
258500,665500,2017,11.52777,30.04693
259500,665500,2012,12.66275,27.47983
259500,665500,2013,13.96496,32.87076
259500,665500,2014,13.00123,24.73507
259500,665500,2015,11.42911,24.83478
259500,665500,2016,10.5857,25.42956
259500,665500,2017,10.3272,24.2031
260500,665500,2012,14.75655,30.60321
260500,665500,2013,15.66562,29.22374
260500,665500,2014,15.09705,29.98623
260500,665500,2015,12.80429,26.8059
260500,665500,2016,12.08232,27.48627
260500,665500,2017,11.82618,25.0126
261500,665500,2012,14.53368,28.00184
261500,665500,2013,15.08657,26.5792
261500,665500,2014,14.53052,26.39907
261500,665500,2015,12.56686,24.10329
261500,665500,2016,11.88006,25.04445
261500,665500,2017,11.54943,21.93382
262500,665500,2012,12.04342,21.02439
262500,665500,2013,12.51049,19.50736
262500,665500,2014,11.92213,19.22246
262500,665500,2015,10.55995,17.82507
262500,665500,2016,10.60137,19.14316
262500,665500,2017,10.26689,16.65963
263500,665500,2012,11.63493,20.18287
263500,665500,2013,12.03241,18.27072
263500,665500,2014,11.48101,18.07113
263500,665500,2015,10.15015,16.55073
263500,665500,2016,10.321,17.94505
263500,665500,2017,9.979788,15.51146
264500,665500,2012,12.06285,20.24333
264500,665500,2013,12.26336,18.04267
264500,665500,2014,11.70496,17.98621
264500,665500,2015,10.38784,16.37555
264500,665500,2016,10.61902,17.72606
264500,665500,2017,10.27939,15.27403
265500,665500,2012,11.76105,20.63261
265500,665500,2013,12.2396,18.85961
265500,665500,2014,11.71257,18.27704
265500,665500,2015,10.25354,16.61593
265500,665500,2016,10.3774,17.74284
265500,665500,2017,10.20216,15.55944
266500,665500,2012,12.56069,21.05149
266500,665500,2013,12.96621,19.08308
266500,665500,2014,12.44388,19.55759
266500,665500,2015,10.74132,16.96081
266500,665500,2016,11.03048,18.32895
266500,665500,2017,10.80089,16.17524
267500,665500,2012,14.03138,21.93846
267500,665500,2013,14.27714,19.6528
267500,665500,2014,13.77058,20.29137
267500,665500,2015,12.26868,18.01994
267500,665500,2016,12.41269,19.39167
267500,665500,2017,12.14725,17.34003
268500,665500,2012,12.52011,19.42343
268500,665500,2013,12.78948,17.41086
268500,665500,2014,12.35756,18.21393
268500,665500,2015,10.9303,15.9138
268500,665500,2016,11.09177,17.25564
268500,665500,2017,10.78894,15.14986
269500,665500,2012,12.0879,17.90148
269500,665500,2013,12.41452,15.91019
269500,665500,2014,12.00157,16.80771
269500,665500,2015,10.60775,15.23513
269500,665500,2016,11.16399,16.57197
269500,665500,2017,10.85107,14.24356
250500,664500,2012,10.38478,14.65228
250500,664500,2013,10.91863,13.47794
250500,664500,2014,10.49536,13.54941
250500,664500,2015,9.283727,12.74731
250500,664500,2016,9.491393,14.14047
250500,664500,2017,8.918642,10.53215
251500,664500,2012,10.61435,15.13704
251500,664500,2013,11.21161,14.19912
251500,664500,2014,10.76799,14.14401
251500,664500,2015,9.348588,12.87474
251500,664500,2016,9.741381,14.40812
251500,664500,2017,9.170032,10.93259
252500,664500,2012,11.4114,17.65803
252500,664500,2013,11.99339,16.23923
252500,664500,2014,11.54351,16.43946
252500,664500,2015,10.08936,14.86862
252500,664500,2016,10.21763,16.54317
252500,664500,2017,9.726315,12.87188
253500,664500,2012,13.13809,22.95463
253500,664500,2013,13.87611,21.61651
253500,664500,2014,13.45777,22.5476
253500,664500,2015,11.80523,20.47036
253500,664500,2016,11.69762,22.22687
253500,664500,2017,11.28857,18.79186
254500,664500,2012,13.99923,24.72634
254500,664500,2013,15.00578,23.80433
254500,664500,2014,14.54429,24.80879
254500,664500,2015,12.51223,22.45521
254500,664500,2016,12.29688,24.01079
254500,664500,2017,12.02102,21.08166
255500,664500,2012,14.0214,25.02346
255500,664500,2013,15.18694,25.38023
255500,664500,2014,14.65998,26.89499
255500,664500,2015,12.84171,24.0758
255500,664500,2016,12.56635,25.70531
255500,664500,2017,12.17946,23.0678
256500,664500,2012,14.29553,27.16181
256500,664500,2013,15.19367,26.63003
256500,664500,2014,14.66205,27.83592
256500,664500,2015,12.86332,24.74387
256500,664500,2016,12.47083,26.36464
256500,664500,2017,12.03435,23.35907
257500,664500,2012,14.74378,30.09786
257500,664500,2013,15.75265,30.53716
257500,664500,2014,15.26247,31.88559
257500,664500,2015,13.3048,28.02677
257500,664500,2016,12.81002,29.38333
257500,664500,2017,12.38188,26.09063
258500,664500,2012,13.97052,29.75508
258500,664500,2013,15.66457,30.47549
258500,664500,2014,15.17704,30.26495
258500,664500,2015,13.1644,26.2713
258500,664500,2016,12.31552,27.48658
258500,664500,2017,11.76177,22.19278
259500,664500,2012,12.76774,25.49338
259500,664500,2013,13.87835,26.70765
259500,664500,2014,13.2228,24.83801
259500,664500,2015,11.67575,23.47997
259500,664500,2016,11.12295,24.58289
259500,664500,2017,10.69943,20.41183
260500,664500,2012,12.40205,22.97659
260500,664500,2013,13.34629,22.71713
260500,664500,2014,12.72059,21.88758
260500,664500,2015,11.25092,20.42768
260500,664500,2016,10.89931,21.73979
260500,664500,2017,10.42527,18.40681
261500,664500,2012,11.92895,20.33958
261500,664500,2013,12.87824,20.6775
261500,664500,2014,12.00591,19.9115
261500,664500,2015,10.58626,18.21158
261500,664500,2016,10.42092,19.57182
261500,664500,2017,9.994104,16.39898
262500,664500,2012,11.5685,18.47252
262500,664500,2013,12.2097,17.6362
262500,664500,2014,11.5335,17.14961
262500,664500,2015,10.16669,15.95278
262500,664500,2016,10.19723,17.21428
262500,664500,2017,9.878282,14.7241
263500,664500,2012,11.42788,18.69348
263500,664500,2013,12.0396,17.62282
263500,664500,2014,11.40377,17.39019
263500,664500,2015,10.0972,15.7337
263500,664500,2016,10.12201,16.99153
263500,664500,2017,9.804572,14.24681
264500,664500,2012,11.54146,18.1173
264500,664500,2013,12.0956,17.06019
264500,664500,2014,11.49041,16.581
264500,664500,2015,10.25006,15.21329
264500,664500,2016,10.36108,16.46261
264500,664500,2017,10.07656,14.07357
265500,664500,2012,10.96682,17.05952
265500,664500,2013,11.52542,15.8294
265500,664500,2014,10.95056,15.64005
265500,664500,2015,9.732769,14.29383
265500,664500,2016,10.20558,15.63631
265500,664500,2017,9.905568,13.29701
266500,664500,2012,11.25048,17.36135
266500,664500,2013,11.78343,15.95174
266500,664500,2014,11.21184,15.90936
266500,664500,2015,9.954106,14.37376
266500,664500,2016,10.43177,15.78489
266500,664500,2017,10.1053,13.23858
267500,664500,2012,11.58387,18.61019
267500,664500,2013,12.11333,16.79498
267500,664500,2014,11.57682,17.0676
267500,664500,2015,10.2541,15.73161
267500,664500,2016,10.8079,17.07256
267500,664500,2017,10.43542,13.95928
268500,664500,2012,12.64093,20.87546
268500,664500,2013,13.18289,19.23326
268500,664500,2014,12.7399,20.25021
268500,664500,2015,11.22005,17.81216
268500,664500,2016,11.17335,19.1737
268500,664500,2017,10.85715,16.09924
269500,664500,2012,13.43406,22.62222
269500,664500,2013,13.93329,20.34895
269500,664500,2014,13.55589,21.66817
269500,664500,2015,12.01097,19.51737
269500,664500,2016,12.20467,20.95807
269500,664500,2017,11.84988,18.03979
250500,663500,2012,10.19465,13.76851
250500,663500,2013,10.69773,12.6718
250500,663500,2014,10.21692,12.6255
250500,663500,2015,9.067627,12.0801
250500,663500,2016,9.446592,13.48622
250500,663500,2017,8.875925,9.895861
251500,663500,2012,10.36801,14.66886
251500,663500,2013,10.93081,13.64157
251500,663500,2014,10.44919,13.76801
251500,663500,2015,9.095973,12.79368
251500,663500,2016,9.675225,14.45817
251500,663500,2017,9.04889,10.61091
252500,663500,2012,10.92181,16.31782
252500,663500,2013,11.52777,15.45675
252500,663500,2014,11.03696,15.6391
252500,663500,2015,9.584772,14.18194
252500,663500,2016,10.00067,15.95952
252500,663500,2017,9.459995,12.3485
253500,663500,2012,11.2749,17.35707
253500,663500,2013,11.85757,16.71284
253500,663500,2014,11.31508,16.46264
253500,663500,2015,9.903757,15.16806
253500,663500,2016,10.11007,16.99262
253500,663500,2017,9.581081,13.11728
254500,663500,2012,11.01054,17.18981
254500,663500,2013,11.61862,16.48141
254500,663500,2014,11.07134,16.72235
254500,663500,2015,9.616773,15.05454
254500,663500,2016,9.975132,16.96292
254500,663500,2017,9.476221,13.24173
255500,663500,2012,11.88291,20.43675
255500,663500,2013,13.1878,21.18237
255500,663500,2014,12.70469,21.9662
255500,663500,2015,10.92448,19.16917
255500,663500,2016,10.87795,21.2423
255500,663500,2017,10.42331,17.65458
256500,663500,2012,11.22644,19.11222
256500,663500,2013,11.92826,18.75315
256500,663500,2014,11.3705,18.70173
256500,663500,2015,9.895319,17.42404
256500,663500,2016,10.25527,19.42006
256500,663500,2017,9.77425,15.65206
257500,663500,2012,11.33606,19.18325
257500,663500,2013,12.07458,19.10229
257500,663500,2014,11.46098,18.54419
257500,663500,2015,10.12645,16.9427
257500,663500,2016,10.03614,18.73049
257500,663500,2017,9.575308,14.66841
258500,663500,2012,12.36521,22.3972
258500,663500,2013,13.92457,23.52015
258500,663500,2014,13.32089,22.66391
258500,663500,2015,11.82737,20.25872
258500,663500,2016,11.56862,21.80358
258500,663500,2017,11.17652,17.96919
259500,663500,2012,12.62548,22.47099
259500,663500,2013,14.02716,23.38655
259500,663500,2014,13.32034,22.60909
259500,663500,2015,11.87409,20.95905
259500,663500,2016,11.4459,21.96529
259500,663500,2017,11.07936,18.32148
260500,663500,2012,11.58396,19.1037
260500,663500,2013,12.75225,20.01976
260500,663500,2014,12.05026,19.07826
260500,663500,2015,10.54975,17.04622
260500,663500,2016,10.45768,18.35037
260500,663500,2017,10.13684,15.44489
261500,663500,2012,11.82205,20.10507
261500,663500,2013,13.00087,21.22559
261500,663500,2014,12.26816,20.6808
261500,663500,2015,10.66042,18.28731
261500,663500,2016,10.47406,19.52656
261500,663500,2017,10.15795,17.28885
262500,663500,2012,11.40525,17.81454
262500,663500,2013,12.10878,16.97188
262500,663500,2014,11.42992,16.70156
262500,663500,2015,10.04849,15.13558
262500,663500,2016,10.24052,16.31484
262500,663500,2017,9.917136,13.78844
263500,663500,2012,11.74169,20.01468
263500,663500,2013,12.47762,18.99326
263500,663500,2014,11.8272,18.09446
263500,663500,2015,10.46953,17.08319
263500,663500,2016,10.50408,17.77364
263500,663500,2017,10.08641,14.65733
264500,663500,2012,11.14679,17.84217
264500,663500,2013,11.89314,16.94885
264500,663500,2014,11.21924,16.75774
264500,663500,2015,10.03296,15.40478
264500,663500,2016,10.37677,16.53328
264500,663500,2017,9.992082,14.07331
265500,663500,2012,10.95345,17.05689
265500,663500,2013,11.63164,16.03673
265500,663500,2014,11.06227,16.0209
265500,663500,2015,9.937708,14.67207
265500,663500,2016,10.3686,15.87784
265500,663500,2017,10.02969,13.50337
266500,663500,2012,11.13314,17.62645
266500,663500,2013,11.79622,16.49048
266500,663500,2014,11.26623,16.66793
266500,663500,2015,10.00037,15.20577
266500,663500,2016,10.60024,16.4663
266500,663500,2017,10.1976,13.77401
267500,663500,2012,11.3872,18.07072
267500,663500,2013,12.03619,17.20104
267500,663500,2014,11.54752,17.68332
267500,663500,2015,10.23802,16.58532
267500,663500,2016,10.92473,17.78179
267500,663500,2017,10.49503,14.14816
268500,663500,2012,11.31445,17.62236
268500,663500,2013,11.92514,17.69063
268500,663500,2014,11.46176,17.45531
268500,663500,2015,10.10513,16.67758
268500,663500,2016,10.53402,17.81279
268500,663500,2017,10.19327,13.99793
269500,663500,2012,13.23741,22.38812
269500,663500,2013,13.84767,20.50164
269500,663500,2014,13.42781,21.81174
269500,663500,2015,11.74211,18.79641
269500,663500,2016,12.03242,20.16371
269500,663500,2017,11.69673,17.34284
250500,662500,2012,9.83549,11.73538
250500,662500,2013,10.33016,11.31249
250500,662500,2014,9.789347,11.14476
250500,662500,2015,8.526527,10.76517
250500,662500,2016,9.173325,12.3043
250500,662500,2017,8.605649,8.47152
251500,662500,2012,9.776387,11.26189
251500,662500,2013,10.33055,10.91483
251500,662500,2014,9.762146,10.90907
251500,662500,2015,8.419132,9.890551
251500,662500,2016,9.167389,11.44642
251500,662500,2017,8.638776,8.142836
252500,662500,2012,10.48248,14.02402
252500,662500,2013,11.0802,13.65104
252500,662500,2014,10.54312,13.55856
252500,662500,2015,9.115395,12.22511
252500,662500,2016,9.710555,13.9914
252500,662500,2017,9.160183,10.28857
253500,662500,2012,11.02213,14.89899
253500,662500,2013,11.54422,14.17347
253500,662500,2014,11.0106,14.37862
253500,662500,2015,9.584229,13.00008
253500,662500,2016,10.1208,14.80485
253500,662500,2017,9.603651,11.22567
254500,662500,2012,11.85954,18.42307
254500,662500,2013,12.42358,17.4806
254500,662500,2014,11.92603,18.27591
254500,662500,2015,10.27562,16.92623
254500,662500,2016,10.66967,18.92649
254500,662500,2017,10.21081,15.53404
255500,662500,2012,10.12859,14.32745
255500,662500,2013,10.66482,13.67537
255500,662500,2014,10.0906,13.60604
255500,662500,2015,8.684875,12.45861
255500,662500,2016,9.255584,14.28105
255500,662500,2017,8.784053,10.90349
256500,662500,2012,10.6816,16.76535
256500,662500,2013,11.27671,15.99716
256500,662500,2014,10.71708,15.67712
256500,662500,2015,9.308455,14.30308
256500,662500,2016,9.710636,16.08281
256500,662500,2017,9.191699,12.40192
257500,662500,2012,11.44995,19.58328
257500,662500,2013,12.12087,19.31522
257500,662500,2014,11.46955,18.12821
257500,662500,2015,10.12223,16.67327
257500,662500,2016,10.08283,18.30284
257500,662500,2017,9.623415,14.70519
258500,662500,2012,11.59698,19.40783
258500,662500,2013,12.37171,19.53151
258500,662500,2014,11.70002,18.18564
258500,662500,2015,10.53804,16.76839
258500,662500,2016,10.16535,18.28404
258500,662500,2017,9.770702,14.71893
259500,662500,2012,11.76694,19.2045
259500,662500,2013,13.62981,21.67854
259500,662500,2014,13.03583,21.34475
259500,662500,2015,11.66023,19.31588
259500,662500,2016,11.46329,20.73696
259500,662500,2017,11.06787,17.90374
260500,662500,2012,12.04039,17.6149
260500,662500,2013,13.84662,19.80373
260500,662500,2014,13.16181,19.44419
260500,662500,2015,11.62604,17.29433
260500,662500,2016,11.67519,18.62446
260500,662500,2017,11.37494,15.62128
261500,662500,2012,11.41547,17.61208
261500,662500,2013,12.37902,18.42876
261500,662500,2014,11.84792,18.4768
261500,662500,2015,10.54079,16.9691
261500,662500,2016,10.49121,18.25118
261500,662500,2017,10.20506,14.73975
262500,662500,2012,11.26426,16.91407
262500,662500,2013,12.25004,16.6596
262500,662500,2014,11.16547,16.5265
262500,662500,2015,9.877719,15.7867
262500,662500,2016,10.11072,16.87936
262500,662500,2017,9.741623,13.04503
263500,662500,2012,10.74744,15.84778
263500,662500,2013,12.38808,17.2068
263500,662500,2014,11.78829,18.43488
263500,662500,2015,10.44651,16.64624
263500,662500,2016,10.76067,17.36827
263500,662500,2017,10.41037,13.98442
264500,662500,2012,11.82068,19.0966
264500,662500,2013,13.70395,20.25617
264500,662500,2014,13.20741,20.45406
264500,662500,2015,12.03045,18.19139
264500,662500,2016,12.28239,19.36081
264500,662500,2017,11.87589,16.81234
265500,662500,2012,11.59417,18.42949
265500,662500,2013,13.2251,18.86916
265500,662500,2014,12.70164,19.48193
265500,662500,2015,11.56441,18.04343
265500,662500,2016,11.93425,19.15984
265500,662500,2017,11.61176,16.29741
266500,662500,2012,12.28589,19.29224
266500,662500,2013,13.66364,19.42563
266500,662500,2014,13.13838,19.78369
266500,662500,2015,11.74556,18.25219
266500,662500,2016,12.12126,19.15656
266500,662500,2017,11.81895,16.06672
267500,662500,2012,12.23697,21.59142
267500,662500,2013,13.64887,19.97889
267500,662500,2014,13.1675,21.3413
267500,662500,2015,11.64026,20.83581
267500,662500,2016,12.04761,21.63011
267500,662500,2017,12.13493,18.01105
268500,662500,2012,13.27658,23.39025
268500,662500,2013,13.9717,21.95286
268500,662500,2014,13.59542,23.58862
268500,662500,2015,11.91067,20.76405
268500,662500,2016,12.16628,22.34513
268500,662500,2017,11.74187,18.99908
269500,662500,2012,11.19604,17.69499
269500,662500,2013,11.77761,16.07955
269500,662500,2014,11.39243,16.55813
269500,662500,2015,9.997709,14.91813
269500,662500,2016,10.29101,16.46374
269500,662500,2017,9.91439,13.50152
250500,661500,2012,9.676919,11.27497
250500,661500,2013,10.15547,10.81339
250500,661500,2014,9.601065,10.86319
250500,661500,2015,8.256781,9.971756
250500,661500,2016,8.935817,11.53178
250500,661500,2017,8.38413,8.053891
251500,661500,2012,9.766111,11.54673
251500,661500,2013,10.26085,11.05663
251500,661500,2014,9.676995,11.21761
251500,661500,2015,8.314827,10.07574
251500,661500,2016,9.040814,11.62941
251500,661500,2017,8.521376,8.427548
252500,661500,2012,10.40992,14.05621
252500,661500,2013,10.91591,13.33296
252500,661500,2014,10.36891,13.58025
252500,661500,2015,8.963569,12.10988
252500,661500,2016,9.576773,13.8519
252500,661500,2017,9.02435,10.39537
253500,661500,2012,11.67693,17.79169
253500,661500,2013,12.24853,17.34836
253500,661500,2014,11.75447,17.64772
253500,661500,2015,10.11571,16.26361
253500,661500,2016,10.53554,18.23581
253500,661500,2017,10.05257,14.70044
254500,661500,2012,10.11737,13.82538
254500,661500,2013,10.56377,12.81063
254500,661500,2014,9.975253,12.70767
254500,661500,2015,8.589334,11.7185
254500,661500,2016,9.19897,13.38463
254500,661500,2017,8.74837,10.33252
255500,661500,2012,10.17384,13.97149
255500,661500,2013,10.67206,13.00397
255500,661500,2014,10.07853,12.80065
255500,661500,2015,8.693986,11.77092
255500,661500,2016,9.277966,13.41324
255500,661500,2017,8.796332,10.08626
256500,661500,2012,11.05725,16.69755
256500,661500,2013,11.51405,16.14594
256500,661500,2014,10.94479,15.32181
256500,661500,2015,9.629323,14.24906
256500,661500,2016,9.866932,15.86118
256500,661500,2017,9.353419,12.27632
257500,661500,2012,11.08959,17.52381
257500,661500,2013,11.6326,17.00698
257500,661500,2014,11.04305,15.98631
257500,661500,2015,9.844722,14.87623
257500,661500,2016,9.876551,16.45388
257500,661500,2017,9.398649,12.86425
258500,661500,2012,11.41927,19.67627
258500,661500,2013,12.06673,19.34376
258500,661500,2014,11.4225,17.28485
258500,661500,2015,10.18763,16.69974
258500,661500,2016,10.06012,18.13733
258500,661500,2017,9.6102,13.99454
259500,661500,2012,11.5068,17.52265
259500,661500,2013,12.09429,16.83684
259500,661500,2014,11.50332,16.46179
259500,661500,2015,10.30411,15.32649
259500,661500,2016,10.40049,16.89134
259500,661500,2017,9.969848,13.5824
260500,661500,2012,11.02256,16.32652
260500,661500,2013,11.73156,15.81579
260500,661500,2014,11.14946,15.67729
260500,661500,2015,10.03663,14.40901
260500,661500,2016,10.15806,15.89427
260500,661500,2017,9.748129,12.67918
261500,661500,2012,11.28976,17.71524
261500,661500,2013,12.5934,18.26706
261500,661500,2014,12.0665,18.6072
261500,661500,2015,10.77251,16.95741
261500,661500,2016,10.87698,18.3892
261500,661500,2017,10.46772,15.04526
262500,661500,2012,11.24386,17.82874
262500,661500,2013,12.79208,18.65681
262500,661500,2014,12.35841,20.25657
262500,661500,2015,11.0251,18.1952
262500,661500,2016,11.18554,19.54348
262500,661500,2017,10.81311,15.54426
263500,661500,2012,10.81187,16.85253
263500,661500,2013,11.4774,16.28263
263500,661500,2014,10.93588,15.82032
263500,661500,2015,9.750146,14.36399
263500,661500,2016,10.14546,15.62794
263500,661500,2017,9.759799,12.47493
264500,661500,2012,11.04065,18.89658
264500,661500,2013,11.7012,16.91937
264500,661500,2014,11.17937,17.03238
264500,661500,2015,11.60445,14.77734
264500,661500,2016,12.14047,16.03953
264500,661500,2017,11.59945,14.36975
265500,661500,2012,11.06175,18.04486
265500,661500,2013,11.73207,17.46099
265500,661500,2014,11.14096,16.4871
265500,661500,2015,10.00752,15.22089
265500,661500,2016,10.49027,16.83985
265500,661500,2017,9.964436,12.91225
266500,661500,2012,10.13251,13.5049
266500,661500,2013,10.68189,12.78708
266500,661500,2014,10.10179,12.64248
266500,661500,2015,8.929525,11.74622
266500,661500,2016,9.624558,12.99837
266500,661500,2017,9.299107,9.998939
267500,661500,2012,10.1777,13.43923
267500,661500,2013,10.71965,12.76057
267500,661500,2014,10.20643,12.85985
267500,661500,2015,8.923705,11.77322
267500,661500,2016,9.606992,13.13003
267500,661500,2017,9.281231,9.835012
268500,661500,2012,11.93373,18.89042
268500,661500,2013,13.23359,18.30695
268500,661500,2014,12.98593,19.22808
268500,661500,2015,11.48324,17.03218
268500,661500,2016,11.68144,18.659
268500,661500,2017,11.27969,14.92786
269500,661500,2012,13.70726,24.05644
269500,661500,2013,14.37721,21.81796
269500,661500,2014,14.10949,22.80765
269500,661500,2015,12.38605,19.75797
269500,661500,2016,12.36038,21.32629
269500,661500,2017,11.92745,18.0004
250500,660500,2012,9.625426,10.32073
250500,660500,2013,10.03233,9.717808
250500,660500,2014,9.45209,9.885908
250500,660500,2015,8.117329,9.000248
250500,660500,2016,8.869674,10.45506
250500,660500,2017,8.346349,7.14668
251500,660500,2012,9.835406,11.91033
251500,660500,2013,10.32001,11.29556
251500,660500,2014,9.760351,11.60281
251500,660500,2015,8.368962,10.455
251500,660500,2016,9.062836,12.00599
251500,660500,2017,8.557907,8.858312
252500,660500,2012,10.38381,13.45185
252500,660500,2013,10.82097,12.63901
252500,660500,2014,10.27229,13.06287
252500,660500,2015,8.869329,11.83394
252500,660500,2016,9.517244,13.541
252500,660500,2017,8.983843,10.17064
253500,660500,2012,11.5981,16.46288
253500,660500,2013,12.14504,15.39613
253500,660500,2014,11.65335,16.29861
253500,660500,2015,10.1503,14.74912
253500,660500,2016,10.68433,16.65126
253500,660500,2017,10.23401,13.43819
254500,660500,2012,10.29824,13.45172
254500,660500,2013,10.72521,12.42683
254500,660500,2014,10.1754,12.46556
254500,660500,2015,8.820197,11.595
